Project,Period,Magnet,Sticky,Politeness,Tot_Comment
GROOVY,2004-02,0.2,0.5,1.0,1
GROOVY,2004-03,0.75,0.5,0.8333333333333334,6
GROOVY,2004-04,0.375,0.2857142857142857,1.0,10
GROOVY,2004-05,0.35714285714285715,0.5,0.5,12
GROOVY,2004-06,0.34375,0.3888888888888889,0.6153846153846154,13
GROOVY,2004-07,0.358974358974359,0.2857142857142857,0.6111111111111112,36
GROOVY,2004-08,0.18181818181818182,0.25,0.42857142857142855,7
GROOVY,2004-09,0.25,0.375,0.6666666666666666,3
GROOVY,2004-10,0.5416666666666666,0.25,0.3333333333333333,6
GROOVY,2004-11,0.3333333333333333,0.2857142857142857,0.6,5
GROOVY,2004-12,0.3333333333333333,0.46153846153846156,0.41379310344827586,29
GROOVY,2005-01,0.42424242424242425,0.35,0.42105263157894735,19
GROOVY,2005-02,0.25,0.5,0.25,16
GROOVY,2005-03,0.14285714285714285,0.5,0.42105263157894735,19
GROOVY,2005-04,0.3076923076923077,0.2857142857142857,0.6666666666666666,9
GROOVY,2005-05,0.3793103448275862,0.6,0.6363636363636364,22
GROOVY,2005-06,0.3684210526315789,0.4782608695652174,0.43137254901960786,51
GROOVY,2005-07,0.24444444444444444,0.36363636363636365,0.5142857142857142,35
GROOVY,2005-08,0.14285714285714285,0.6153846153846154,0.4,25
GROOVY,2005-09,0.27586206896551724,0.3125,0.4444444444444444,18
GROOVY,2005-10,0.27586206896551724,0.15384615384615385,0.7142857142857143,7
GROOVY,2005-11,0.4827586206896552,0.25,0.4642857142857143,28
GROOVY,2005-12,0.3103448275862069,0.3076923076923077,0.4,10
GROOVY,2006-01,0.19047619047619047,0.375,0.3,20
GROOVY,2006-02,0.35294117647058826,0.5555555555555556,0.5555555555555556,9
GROOVY,2006-03,0.44,0.375,0.34782608695652173,23
GROOVY,2006-04,0.15384615384615385,0.6,0.6,5
GROOVY,2006-05,0.36,0.6666666666666666,0.6,5
GROOVY,2006-06,0.32432432432432434,0.5454545454545454,0.5,46
GROOVY,2006-07,0.2608695652173913,0.5,0.5862068965517241,29
GROOVY,2006-08,0.18181818181818182,0.45,0.6923076923076923,13
GROOVY,2006-09,0.21621621621621623,0.17647058823529413,0.6666666666666666,12
GROOVY,2006-10,0.25925925925925924,0.4,0.4444444444444444,9
